Survival Function:normal reliability (survival) function x,Survival Function:normal reliability (survival) function y,Lognormal Distribution:lognormal distribution x,Lognormal Distribution:lognormal distribution y,Hazard Function:normal failure rate (hazard) function x,Hazard Function:normal failure rate (hazard) function y,Lognormal Probability Plot:lognormal probability plot scatter x,Lognormal Probability Plot:lognormal probability plot scatter y,Lognormal Probability Plot:lognormal probability plot x,Lognormal Probability Plot:lognormal probability plot y,RELA
Time (t),Reliability 1-F(t),Time (t),f(t),Time (t),Failure Rate (fr/time),Time (t),Unreliability F(t),Time (t),Unreliability F(t)
0.0001,0.9995788827671757,0.0001,0.0002619833880048355,0.0001,0.0002620937602038731,9.033,5.188889879745261,0.0001,9.999999997489795e-05
0.12352758620689656,0.9995453722294624,0.12352758620689656,0.0002812219797378972,0.12352758620689656,0.0002813498892107701,9.521,7.161492003200465,0.12352758620689656,0.12352758620693294
0.2469551724137931,0.9995094093055257,0.2469551724137931,0.0003017333631208921,0.2469551724137931,0.00030188146335764966,9.666,8.294728124227163,0.2469551724137931,0.2469551724137773
0.3703827586206897,0.9994708324163634,0.3703827586206897,0.00032359071075558363,0.3703827586206897,0.00032376203512938633,10.014,9.118458035496019,0.3703827586206897,0.37038275862073533
0.49381034482758623,0.9994294707432405,0.49381034482758623,0.00034687058586457386,0.49381034482758623,0.0003470685986542086,10.072000000000001,9.776981827638338,0.49381034482758623,0.4938103448275797
0.6172379310344828,0.9993851438030102,0.6172379310344828,0.000371653042349817,0.6172379310344828,0.0003718816961152205,10.242,10.331739282514832,0.6172379310344828,0.6172379310345377
0.7406655172413794,0.9993376610111426,0.7406655172413794,0.0003980217238378168,0.7406655172413794,0.00039828552386897274,10.273,10.814893556386437,0.7406655172413794,0.7406655172413821
0.864093103448276,0.9992868212326094,0.864093103448276,0.00042606396136311614,0.864093103448276,0.0004263680379949081,10.559000000000001,11.245494723612182,0.864093103448276,0.8640931034482264
0.9875206896551725,0.9992324123208147,0.9875206896551725,0.00045587086932112955,0.9875206896551725,0.0004562210589849913,10.854000000000001,11.635803514204895,0.9875206896551725,0.9875206896551845
1.110948275862069,0.9991742106448095,1.110948275862069,0.00048753743930211066,1.110948275862069,0.00048794037526997625,10.964,11.994199218237668,1.110948275862069,1.1109482758620288
1.2343758620689655,0.9991119806050751,1.2343758620689655,0.0005211626313974067,1.2343758620689655,0.000521625845264896,10.967,12.32667525911711,1.2343758620689655,1.2343758620689869
1.357803448275862,0.9990454741382169,1.357803448275862,0.0005568494625489271,1.357803448275862,0.0005573814976032688,11.112,12.637674770534204,1.357803448275862,1.3578034482758312
1.4812310344827588,0.9989744302109556,1.4812310344827588,0.0005947050914948147,1.4812310344827588,0.0005953156292190878,11.17,12.93058826732613,1.4812310344827588,1.4812310344827893
1.6046586206896554,0.9988985743038713,1.6046586206896554,0.0006348408998422729,1.6046586206896554,0.0006355409009214885,11.222000000000001,13.208065576491322,1.6046586206896554,1.6046586206896336
1.728086206896552,0.9988176178854024,1.728086206896552,0.0006773725687824196,1.728086206896552,0.0006781744300991462,11.398,13.472219679759633,1.728086206896552,1.7280862068965916
1.8515137931034484,0.9987312578766715,1.8515137931034484,0.0007224201509416985,1.8515137931034484,0.0007233378801796815,11.514000000000001,13.724764637639964,1.8515137931034484,1.851513793103436
1.974941379310345,0.9986391761077696,1.974941379310345,0.0007701081368479798,1.974941379310345,0.0007711575464618789,11.689,13.967111703337196,1.974941379310345,1.974941379310394
2.098368965517242,0.9985410387661977,2.098368965517242,0.0008205655154710702,2.098368965517242,0.0008217644379293265,11.742,14.20043801767497,2.098368965517242,2.0983689655172384
2.2217965517241383,0.9984364958382271,2.2217965517241383,0.0008739258282840676,2.2217965517241383,0.0008752943546503398,11.831,14.425736798261141,2.2217965517241383,2.2217965517240827
2.345224137931035,0.9983251805440201,2.345224137931035,0.0009303272162734354,2.345224137931035,0.0009318879603602402,11.833,14.64385472209483,2.345224137931035,2.345224137931041
2.4686517241379313,0.9982067087674108,2.4686517241379313,0.000989912459314431,2.4686517241379313,0.0009916908498208536,11.919,14.855520248564403,2.4686517241379313,2.468651724137885
2.592079310344828,0.9980806784813281,2.592079310344828,0.0010528290073162987,2.592079310344828,0.0010548536105500763,11.947000000000001,15.06136540743023,2.592079310344828,2.592079310344843
2.7155068965517244,0.9979466691699149,2.7155068965517244,0.0011192290025272278,2.7155068965517244,0.0011215318785102962,11.97,15.261942790266176,2.7155068965517244,2.7155068965516875
2.838934482758621,0.9978042412484699,2.838934482758621,0.00118926929238377,2.838934482758621,0.0011918863873496225,11.975,15.457738966051124,2.838934482758621,2.8389344827586456
2.962362068965518,0.9976529354824203,2.962362068965518,0.0012631114322782361,2.962362068965518,0.0012660830107891698,12.065999999999999,15.649185193205199,2.962362068965518,2.96236206896549
3.085789655172414,0.997492272406606,3.085789655172414,0.0013409216776136012,3.085789655172414,0.0013442927977561352,12.297,15.836666061384904,3.085789655172414,3.085789655172448
3.209217241379311,0.9973217517462416,3.209217241379311,0.0014228709645088726,3.209217241379311,0.0014266919998661652,12.468,16.020526529531367,3.209217241379311,3.2092172413792923
3.3326448275862073,0.9971408518409879,3.3326448275862073,0.0015091348785203345,3.3326448275862073,0.0015134620908711835,12.55,16.201077708366142,3.3326448275862073,3.3326448275862504
3.456072413793104,0.9969490290736616,3.456072413793104,0.0015998936107379114,3.456072413793104,0.0016047897776925366,12.582,16.378601650400583,3.456072413793104,3.4560724137930947
3.5795000000000003,0.9967457173051721,3.5795000000000003,0.0016953319006248822,3.5795000000000003,0.0017008670026779007,13.044,16.55335534844994,3.5795000000000003,3.5795000000000528
3.702927586206897,0.9965303273173665,3.702927586206897,0.001795638964969849,3.702927586206897,0.0018018909367301065,13.644,16.72557409782496,3.702927586206897,3.702927586206897
3.8263551724137934,0.9963022462655305,3.8263551724137934,0.00190100841232946,3.8263551724137934,0.0019080639629741542,13.764000000000001,16.895474343161823,3.8263551724137934,3.8263551724137415
3.94978275862069,0.9960608371423783,3.94978275862069,0.002011638142351011,3.94978275862069,0.0020195936506471287,20.748,17.0632561050503,3.94978275862069,3.9497827586206995
4.0732103448275865,0.9958054382554323,4.0732103448275865,0.0021277302293753707,4.0732103448275865,0.0021366927189140237,20.989,17.22910506195865,4.0732103448275865,4.073210344827544
4.196637931034483,0.9955353627197694,4.196637931034483,0.0022494907897403537,4.196637931034483,0.0022595789903382436,21.178,17.393194347855683,4.196637931034483,4.196637931034502
4.320065517241379,0.9952498979681806,4.320065517241379,0.002377129832220505,4.320065517241379,0.0023884753337563313,21.249000000000002,17.55568611421961,4.320065517241379,4.320065517241346
4.443493103448276,0.9949483052808583,4.443493103448276,0.002510861091064811,4.443493103448276,0.002523609596335796,21.587,17.71673289599505,4.443493103448276,4.443493103448304
4.566920689655173,0.9946298193367953,4.566920689655173,0.0026509018411154123,4.566920689655173,0.0026652145246188128,21.592,17.876478813872836,4.566920689655173,4.566920689655149
4.690348275862069,0.994293647789128,4.690348275862069,0.002797472694527261,4.690348275862069,0.0028135276743923793,21.675,18.035060639591734,4.690348275862069,4.690348275862107
4.813775862068965,0.9939389708667359,4.813775862068965,0.002950797378629993,4.813775862068965,0.0029687913092459137,21.706999999999997,18.19260874644499,4.813775862068965,4.813775862068951
4.937203448275862,0.9935649410044389,4.937203448275862,0.0031111024945205124,4.937203448275862,0.0031312522877219888,21.74,18.34924796357575,4.937203448275862,4.937203448275909
5.060631034482759,0.9931706825042041,5.060631034482759,0.003278617256006111,5.060631034482759,0.003301161938992528,21.828000000000003,18.505098349748437,5.060631034482759,5.060631034482753
5.1840586206896555,0.9927552912297988,5.1840586206896555,0.0034535732085658,5.1840586206896555,0.003478775927033948,21.851,18.66027589997873,5.1840586206896555,5.1840586206897115
5.307486206896552,0.9923178343373881,5.307486206896552,0.0036362039280384037,5.307486206896552,0.0036643541033064757,22.058000000000003,18.81489319653474,5.307486206896552,5.307486206896556
5.430913793103448,0.991857350044576,5.430913793103448,0.003826744698805648,5.430913793103448,0.0038581603479912376,22.256999999999998,18.969060014343768,5.430913793103448,5.4309137931034
5.554341379310345,0.9913728474404502,5.554341379310345,0.00402543217127912,5.554341379310345,0.0040604623998650715,22.31,19.12288388965237,5.554341379310345,5.554341379310358
5.677768965517242,0.9908633063391874,5.677768965517242,0.004232503998565867,5.677768965517242,0.004271531674942272,22.31,19.276470659862298,5.677768965517242,5.677768965517203
5.801196551724138,0.9903276771797841,5.801196551724138,0.004448198452249101,5.801196551724138,0.004491643074054543,22.426,19.42992498175363,5.801196551724138,5.801196551724161
5.924624137931035,0.9897648809745104,5.924624137931035,0.004672754017272039,5.924624137931035,0.004721074779569167,22.513,19.583350834782436,5.924624137931035,5.924624137931005
6.048051724137931,0.9891738093086468,6.048051724137931,0.004906408965995129,6.048051724137931,0.004960108041502145,22.65,19.736852015782233,6.048051724137931,6.048051724137963
6.171479310344828,0.9885533243940754,6.171479310344828,0.005149400911554935,6.171479310344828,0.0052090269533120155,22.659000000000002,19.89053263119422,6.171479310344828,6.171479310344807
6.2949068965517245,0.9879022591792623,6.2949068965517245,0.005401966340733139,6.2949068965517245,0.005468118217708126,22.695999999999998,20.044497592889684,6.2949068965517245,6.294906896551765
6.418334482758621,0.9872194175181572,6.418334482758621,0.005664340126611554,6.418334482758621,0.005737670902838957,22.825,20.198853123731055,6.418334482758621,6.41833448275861
6.541762068965517,0.9865035744004588,6.541762068965517,0.005936755021381809,6.541762068965517,0.00601797618928024,22.921,20.353707279240325,6.541762068965517,6.541762068965568
6.665189655172414,0.9857534762456992,6.665189655172414,0.0062194411297384275,6.665189655172414,0.006309327108259906,22.975,20.50917049212967,6.665189655172414,6.665189655172412
6.788617241379311,0.9849678412634895,6.788617241379311,0.0065126253633873065,6.788617241379311,0.00661201827161493,23.045,20.665356146994895,6.788617241379311,6.7886172413792565
6.912044827586207,0.9841453598822265,6.912044827586207,0.006816530877274478,6.912044827586207,0.006926345593998653,23.119,20.822381193208116,6.912044827586207,6.9120448275862145
7.035472413793104,0.9832846952484908,7.035472413793104,0.007131376488225145,7.035472413793104,0.007252606007889647,23.236,20.9803668050115,7.035472413793104,7.035472413793059
7.1589,0.9823844837992247,7.1589,0.007457376076786719,7.1589,0.007591097172001776,23.36,21.13943909902639,7.1589,7.158900000000017
7.282327586206897,0.9814433359087539,7.282327586206897,0.007794737973133909,7.282327586206897,0.007942117173699569,23.405,21.299729920924506,7.282327586206897,7.282327586206861
7.4057551724137936,0.9804598366125246,7.4057551724137936,0.00814366432800925,7.4057551724137936,0.008305964226077328,23.478,21.46137771492056,7.4057551724137936,7.405755172413819
7.52918275862069,0.9794325464093611,7.52918275862069,0.008504350469745138,7.52918275862069,0.008682936360367467,23.529,21.62452849212127,7.52918275862069,7.529182758620664
7.652610344827586,0.9783600021438786,7.652610344827586,0.008876984248515019,7.652610344827586,0.009073331114378039,23.551,21.789336916733987,7.652610344827586,7.652610344827622
7.776037931034483,0.9772407179705739,7.776037931034483,0.009261745369040179,7.776037931034483,0.00947744521766751,23.587,21.95596753283064,7.776037931034483,7.776037931034466
7.89946551724138,0.9760731864008975,7.89946551724138,0.009658804713089648,7.89946551724138,0.009895574274204616,23.611,22.12459615900309,7.89946551724138,7.899465517241424
8.022893103448276,0.9748558794345333,8.022893103448276,0.01006832365316941,8.022893103448276,0.010328012443243976,23.648000000000003,22.295411484062925,8.022893103448276,8.022893103448268
8.146320689655173,0.9735872497758364,8.146320689655173,0.010490453358915464,8.146320689655173,0.010775052119192026,23.71,22.468616904312398,8.146320689655173,8.146320689655226
8.269748275862069,0.9722657321362584,8.269748275862069,0.010925334097769279,8.269748275862069,0.011236983611223423,23.719,22.644432652279534,8.269748275862069,8.26974827586207
8.393175862068967,0.9708897446233492,8.393175862068967,0.011373094531610584,8.393175862068967,0.011714094823426842,23.788,22.82309827882284,8.393175862068967,8.393175862068915
8.516603448275863,0.9694576902167452,8.516603448275863,0.011833851011092241,8.516603448275863,0.012206670936249425,23.933000000000003,23.004875566006717,8.516603448275863,8.516603448275873
8.640031034482758,0.967967958331294,8.640031034482758,0.0123077068695137,8.640031034482758,0.012714994090022656,24.114,23.190051968316425,8.640031034482758,8.640031034482718
8.763458620689656,0.9664189264672628,8.763458620689656,0.012794751718133525,8.763458620689656,0.013239343071337235,24.13,23.378944706265884,8.763458620689656,8.763458620689676
8.886886206896552,0.9648089619473561,8.886886206896552,0.013295060744887604,8.886886206896552,0.013779993003022122,24.134,23.57190567156158,8.886886206896552,8.88688620689652
9.01031379310345,0.9631364237399404,9.01031379310345,0.013808694018570211,9.01031379310345,0.014337215038498784,24.193,23.76932735002015,9.01031379310345,9.010313793103478
9.133741379310345,0.9613996643677438,9.133741379310345,0.014335695800556792,9.133741379310345,0.014911276061225316,24.249000000000002,23.9716500321656,9.133741379310345,9.133741379310322
9.257168965517241,0.9595970319009087,9.257168965517241,0.014876093866243568,9.257168965517241,0.015502438389971724,24.275,24.179370668842466,9.257168965517241,9.25716896551728
9.380596551724139,0.9577268720330939,9.380596551724139,0.015429898838399972,9.380596551724139,0.01611095949061644,24.337,24.393053850671663,9.380596551724139,9.380596551724125
9.504024137931035,0.9557875302389985,9.504024137931035,0.01599710353469205,9.504024137931035,0.016737091695151023,24.517,24.61334556152633,9.504024137931035,9.504024137931083
9.62745172413793,0.9537773540114541,9.62745172413793,0.016577682331652858,9.62745172413793,0.017381081928533368,24.684,24.84099060170786,9.62745172413793,9.627451724137927
9.750879310344828,0.9516946951758448,9.750879310344828,0.017171590547439594,9.750879310344828,0.01804317144403836,24.745,25.076854934501853,9.750879310344828,9.750879310344772
9.874306896551724,0.9495379122794652,9.874306896551724,0.017778763845697036,9.874306896551724,0.018723595567676967,24.866,25.321954741912464,9.874306896551724,9.87430689655173
9.997734482758622,0.9473053730530367,9.997734482758622,0.018399117662894707,9.997734482758622,0.019422583452257686,24.883000000000003,25.577494783469547,9.997734482758622,9.997734482758574
10.121162068965518,0.9449954569412953,10.121162068965518,0.019032546661514188,10.121162068965518,0.020140357841631953,24.941999999999997,25.844919908772567,10.121162068965518,10.121162068965532
10.244589655172414,0.9426065576994151,10.244589655172414,0.01967892421142328,10.244589655172414,0.020877134845584885,24.945999999999998,26.125985582129715,10.244589655172414,10.244589655172376
10.368017241379311,0.9401370860515192,10.368017241379311,0.02033810190182702,10.368017241379311,0.021633123725865334,24.98,26.422856583789212,10.368017241379311,10.368017241379334
10.491444827586207,0.9375854724074784,10.491444827586207,0.02100990908609973,10.491444827586207,0.02240852669373352,25.033,26.738248688616636,10.491444827586207,10.491444827586179
10.614872413793105,0.934950169633705,10.614872413793105,0.0216941524618332,10.614872413793105,0.023203538719429873,25.054000000000002,27.075638124250645,10.614872413793105,10.614872413793137
10.7383,0.9322296558735085,10.7383,0.022390615688361305,10.7383,0.024018347353883602,25.081999999999997,27.439582205772695,10.7383,10.738299999999981
10.861727586206896,0.9294224374122114,10.861727586206896,0.023099059043997682,10.861727586206896,0.024853132562962794,25.147,27.83623108561278,10.861727586206896,10.86172758620694
10.985155172413794,0.9265270515820515,10.985155172413794,0.023819219125145966,10.985155172413794,0.025708066574499342,25.162,28.27418732717149,10.985155172413794,10.985155172413783
11.10858275862069,0.9235420697014626,11.10858275862069,0.024550808589416377,11.10858275862069,0.026583313738325415,25.436,28.766045148861053,11.10858275862069,11.108582758620742
11.232010344827588,0.9204661000433085,11.232010344827588,0.025293515944752158,11.232010344827588,0.027479030399448802,25.684,29.331384839744373,11.232010344827588,11.232010344827586
11.355437931034484,0.9172977908261637,11.355437931034484,0.026047005386541436,11.355437931034484,0.02839536478451803,25.831,30.003288715151825,11.355437931034484,11.35543793103443
11.47886551724138,0.9140358332226424,11.47886551724138,0.026810916684562612,11.47886551724138,0.029332456901645303,25.976999999999997,30.845008734066823,11.47886551724138,11.478865517241388
11.602293103448277,0.9106789643785439,11.602293103448277,0.027584865121512113,11.602293103448277,0.030290438453617178,26.199,32.005276963061874,11.602293103448277,11.602293103448233
11.725720689655173,0.9072259704362856,11.725720689655173,0.02836844148477041,11.725720689655173,0.031269432764505195,26.249000000000002,34.031263784237126,11.725720689655173,11.72572068965519
11.84914827586207,0.9036756895560067,11.84914827586207,0.02916121211291791,11.84914827586207,0.032269554719620015,,,11.84914827586207,11.849148275862035
11.972575862068966,0.9000270149274574,11.972575862068966,0.02996271899840157,11.972575862068966,0.033290910718737236,,,11.972575862068966,11.972575862068993
12.096003448275862,0.8962788977657368,12.096003448275862,0.03077247994759018,12.096003448275862,0.03433359864245435,,,12.096003448275862,12.096003448275837
12.21943103448276,0.8924303502835946,12.21943103448276,0.031589988799354915,12.21943103448276,0.03539770783155942,,,12.21943103448276,12.219431034482795
12.342858620689656,0.888480448633176,12.342858620689656,0.03241471570309245,12.342858620689656,0.0364833190791747,,,12.342858620689656,12.34285862068964
12.466286206896552,0.8844283358096854,12.466286206896552,0.033246107457011426,12.466286206896552,0.037590504635488575,,,12.466286206896552,12.466286206896598
12.58971379310345,0.8802732245095701,12.58971379310345,0.03408358790728787,12.58971379310345,0.038719328224798594,,,12.58971379310345,12.589713793103442
12.713141379310345,0.8760143999356298,12.713141379310345,0.034926558408547706,12.713141379310345,0.03986984507459482,,,12.713141379310345,12.7131413793104
12.836568965517243,0.871651222541552,12.836568965517243,0.03577439834592483,12.836568965517243,0.04104210195634694,,,12.836568965517243,12.836568965517245
12.959996551724139,0.8671831307081127,12.959996551724139,0.03662646571880476,12.959996551724139,0.04223613723769836,,,12.959996551724139,12.959996551724089
13.083424137931035,0.8626096433435992,13.083424137931035,0.03748209778611021,13.083424137931035,0.04345198094566182,,,13.083424137931035,13.083424137931047
13.206851724137932,0.8579303624008054,13.206851724137932,0.03834061177283555,13.206851724137932,0.0446896548404516,,,13.206851724137932,13.206851724137891
13.330279310344828,0.853144975302982,13.330279310344828,0.03920130563734172,13.330279310344828,0.04594917249957424,,,13.330279310344828,13.33027931034485
13.453706896551726,0.8482532572714947,13.453706896551726,0.04006345889866561,13.453706896551726,0.047230539411701626,,,13.453706896551726,13.453706896551694
13.577134482758622,0.8432550735475774,13.577134482758622,0.04092633352298245,13.577134482758622,0.04853375307996097,,,13.577134482758622,13.577134482758652
13.700562068965517,0.8381503815011917,13.700562068965517,0.041789174868063404,13.700562068965517,0.049858803134129444,,,13.700562068965517,13.700562068965496
13.823989655172415,0.8329392326197284,13.823989655172415,0.04265121268444361,13.823989655172415,0.051205671451323834,,,13.823989655172415,13.823989655172454
13.947417241379311,0.8276217743697513,13.947417241379311,0.04351166217176032,13.947417241379311,0.05257433228469034,,,13.947417241379311,13.947417241379299
14.070844827586209,0.8221982519250035,14.070844827586209,0.044369725088548355,14.070844827586209,0.05396475239963843,,,14.070844827586209,14.070844827586257
14.194272413793104,0.8166690097543159,14.194272413793104,0.04522459091355062,14.194272413793104,0.05537689121711113,,,14.194272413793104,14.194272413793101
14.3177,0.8110344930629851,14.3177,0.04607543805645201,14.3177,0.05681070096345925,,,14.3177,14.317699999999945
14.441127586206898,0.8052952490818779,14.441127586206898,0.04692143511568876,14.441127586206898,0.05826612682638347,,,14.441127586206898,14.441127586206903
14.564555172413794,0.7994519281985102,14.564555172413794,0.04776174218084345,14.564555172413794,0.05974310711648422,,,14.564555172413794,14.564555172413748
14.68798275862069,0.7935052849246624,14.68798275862069,0.04859551217695289,14.68798275862069,0.061241573433964816,,,14.68798275862069,14.687982758620706
14.811410344827587,0.7874561786957537,14.811410344827587,0.049421892247831736,14.811410344827587,0.0627614508399542,,,14.811410344827587,14.81141034482755
14.934837931034483,0.7813055744971409,14.934837931034483,0.050240025175409424,14.934837931034483,0.06430265803203132,,,14.934837931034483,14.934837931034508
15.05826551724138,0.7750545433132092,15.05826551724138,0.051049050831866345,15.05826551724138,0.06586510752345437,,,15.05826551724138,15.058265517241352
15.181693103448277,0.7687042623953378,15.181693103448277,0.05184810766123285,15.181693103448277,0.06744870582565837,,,15.181693103448277,15.18169310344831
15.305120689655173,0.7622560153454478,15.305120689655173,0.05263633418694203,15.305120689655173,0.06905335363353965,,,15.305120689655173,15.305120689655155
15.42854827586207,0.7557111920119146,15.42854827586207,0.053412870541742354,15.42854827586207,0.07067894601314868,,,15.42854827586207,15.428548275862113
15.551975862068966,0.7490712881956064,15.551975862068966,0.05417686001618619,15.551975862068966,0.07232537259129185,,,15.551975862068966,15.551975862068957
15.675403448275864,0.7423379051637538,15.675403448275864,0.05492745062186844,15.675403448275864,0.07399251774668826,,,15.675403448275864,15.675403448275915
15.79883103448276,0.7355127489702054,15.79883103448276,0.05566379666544127,15.79883103448276,0.07568026080224496,,,15.79883103448276,15.79883103448276
15.922258620689655,0.7285976295809142,15.922258620689655,0.0563850603293743,15.922258620689655,0.0773884762180831,,,15.922258620689655,15.922258620689604
16.04568620689655,0.7215944598041701,16.04568620689655,0.057090413255334475,16.04568620689655,0.07911703378491564,,,16.04568620689655,16.045686206896562
16.16911379310345,0.7145052540253973,16.16911379310345,0.057779038126027124,16.16911379310345,0.08086579881744767,,,16.16911379310345,16.169113793103406
16.292541379310347,0.7073321267470122,16.292541379310347,0.0584501302412739,16.292541379310347,0.08263463234744242,,,16.292541379310347,16.292541379310364
16.41596896551724,0.7000772909344222,16.41596896551724,0.059102899084071375,16.41596896551724,0.08442339131609923,,,16.41596896551724,16.41596896551721
16.53939655172414,0.6927430561693968,16.53939655172414,0.05973656987239178,16.53939655172414,0.08623192876549653,,,16.53939655172414,16.539396551724167
16.662824137931036,0.6853318266132082,16.662824137931036,0.060350385092427225,16.662824137931036,0.08806009402871078,,,16.662824137931036,16.66282413793101
16.786251724137934,0.6778460987816832,16.786251724137934,0.0609436060090649,16.786251724137934,0.08990773291843236,,,16.786251724137934,16.78625172413797
16.909679310344828,0.6702884591356189,16.909679310344828,0.061515514149339874,16.909679310344828,0.09177468791372029,,,16.909679310344828,16.909679310344814
17.033106896551725,0.6626615814898735,17.033106896551725,0.06206541275471315,17.033106896551725,0.09366079834471527,,,17.033106896551725,17.03310689655177
17.156534482758623,0.6549682242453904,17.156534482758623,0.06259262819804828,17.156534482758623,0.09556590057504429,,,17.156534482758623,17.156534482758616
17.279962068965517,0.6472112274486718,17.279962068965517,0.06309651136125019,17.279962068965517,0.09748982818171857,,,17.279962068965517,17.27996206896546
17.403389655172415,0.6393935096839166,17.403389655172415,0.06357643896960852,17.403389655172415,0.09943241213229932,,,17.403389655172415,17.40338965517242
17.526817241379312,0.6315180648032702,17.526817241379312,0.06403181487900704,17.526817241379312,0.10139348095917756,,,17.526817241379312,17.526817241379263
17.650244827586206,0.6235879585012905,17.650244827586206,0.06446207131226714,17.650244827586206,0.10337286093078678,,,17.650244827586206,17.65024482758622
17.773672413793104,0.6156063247402477,17.773672413793104,0.06486667004102177,17.773672413793104,0.10537037621956202,,,17.773672413793104,17.773672413793065
17.897100000000002,0.6075763620329081,17.897100000000002,0.06524510350968735,17.897100000000002,0.10738584906657953,,,17.897100000000002,17.897100000000023
18.0205275862069,0.5995013295905129,18.0205275862069,0.06559689589822096,18.0205275862069,0.10941909994265844,,,18.0205275862069,18.020527586206867
18.143955172413794,0.5913845433434066,18.143955172413794,0.06592160412056064,18.143955172413794,0.1114699477058891,,,18.143955172413794,18.143955172413825
18.26738275862069,0.5832293718426018,18.26738275862069,0.0662188187558012,18.26738275862069,0.11353820975544404,,,18.26738275862069,18.26738275862067
